,time,BVP_1
0,2020-04-10 17:43:00.000000,35.13
1,2020-04-10 17:43:00.015625,36.54
2,2020-04-10 17:43:00.031250,37.81
3,2020-04-10 17:43:00.046875,38.04
4,2020-04-10 17:43:00.062500,36.67
5,2020-04-10 17:43:00.078125,33.62
6,2020-04-10 17:43:00.093750,29.31
7,2020-04-10 17:43:00.109375,24.42
8,2020-04-10 17:43:00.125000,19.61
9,2020-04-10 17:43:00.140625,15.25
10,2020-04-10 17:43:00.156250,11.26
11,2020-04-10 17:43:00.171875,7.24
12,2020-04-10 17:43:00.187500,2.71
13,2020-04-10 17:43:00.203125,-2.62
14,2020-04-10 17:43:00.218750,-8.61
15,2020-04-10 17:43:00.234375,-14.77
16,2020-04-10 17:43:00.250000,-20.43
17,2020-04-10 17:43:00.265625,-25.07
18,2020-04-10 17:43:00.281250,-28.54
19,2020-04-10 17:43:00.296875,-31.14
20,2020-04-10 17:43:00.312500,-33.51
21,2020-04-10 17:43:00.328125,-36.33
22,2020-04-10 17:43:00.343750,-40.16
23,2020-04-10 17:43:00.359375,-45.29
24,2020-04-10 17:43:00.375000,-51.77
25,2020-04-10 17:43:00.390625,-59.32
26,2020-04-10 17:43:00.406250,-67.26
27,2020-04-10 17:43:00.421875,-74.39
28,2020-04-10 17:43:00.437500,-78.98
29,2020-04-10 17:43:00.453125,-79.11
30,2020-04-10 17:43:00.468750,-73.25
31,2020-04-10 17:43:00.484375,-60.88
32,2020-04-10 17:43:00.500000,-42.88
33,2020-04-10 17:43:00.515625,-21.43
34,2020-04-10 17:43:00.531250,0.6
35,2020-04-10 17:43:00.546875,20.49
36,2020-04-10 17:43:00.562500,36.39
37,2020-04-10 17:43:00.578125,47.66
38,2020-04-10 17:43:00.593750,54.63
39,2020-04-10 17:43:00.609375,58.17
40,2020-04-10 17:43:00.625000,59.16
41,2020-04-10 17:43:00.640625,58.25
42,2020-04-10 17:43:00.656250,55.93
43,2020-04-10 17:43:00.671875,52.63
44,2020-04-10 17:43:00.687500,48.95
45,2020-04-10 17:43:00.703125,45.59
46,2020-04-10 17:43:00.718750,43.25
47,2020-04-10 17:43:00.734375,42.35
48,2020-04-10 17:43:00.750000,42.81
49,2020-04-10 17:43:00.765625,44.09
50,2020-04-10 17:43:00.781250,45.38
51,2020-04-10 17:43:00.796875,45.85
52,2020-04-10 17:43:00.812500,44.99
53,2020-04-10 17:43:00.828125,42.67
54,2020-04-10 17:43:00.843750,39.07
55,2020-04-10 17:43:00.859375,34.57
56,2020-04-10 17:43:00.875000,29.57
57,2020-04-10 17:43:00.890625,24.36
58,2020-04-10 17:43:00.906250,19.13
59,2020-04-10 17:43:00.921875,13.96
60,2020-04-10 17:43:00.937500,8.85
61,2020-04-10 17:43:00.953125,3.76
62,2020-04-10 17:43:00.968750,-1.33
63,2020-04-10 17:43:00.984375,-6.39
64,2020-04-10 17:43:01.000000,-11.36
65,2020-04-10 17:43:01.015625,-16.09
66,2020-04-10 17:43:01.031250,-20.45
67,2020-04-10 17:43:01.046875,-24.36
68,2020-04-10 17:43:01.062500,-27.85
69,2020-04-10 17:43:01.078125,-31.04
70,2020-04-10 17:43:01.093750,-34.13
71,2020-04-10 17:43:01.109375,-37.36
72,2020-04-10 17:43:01.125000,-41.01
73,2020-04-10 17:43:01.140625,-45.49
74,2020-04-10 17:43:01.156250,-51.16
75,2020-04-10 17:43:01.171875,-58.12
76,2020-04-10 17:43:01.187500,-65.78
77,2020-04-10 17:43:01.203125,-72.72
78,2020-04-10 17:43:01.218750,-76.8
79,2020-04-10 17:43:01.234375,-75.8
80,2020-04-10 17:43:01.250000,-68.23
81,2020-04-10 17:43:01.265625,-54.07
82,2020-04-10 17:43:01.281250,-34.9
83,2020-04-10 17:43:01.296875,-13.45
84,2020-04-10 17:43:01.312500,7.3
85,2020-04-10 17:43:01.328125,25.03
86,2020-04-10 17:43:01.343750,38.56
87,2020-04-10 17:43:01.359375,47.81
88,2020-04-10 17:43:01.375000,53.32
89,2020-04-10 17:43:01.390625,55.75
90,2020-04-10 17:43:01.406250,55.6
91,2020-04-10 17:43:01.421875,53.22
92,2020-04-10 17:43:01.437500,49.06
93,2020-04-10 17:43:01.453125,43.86
94,2020-04-10 17:43:01.468750,38.63
95,2020-04-10 17:43:01.484375,34.46
96,2020-04-10 17:43:01.500000,32.16
97,2020-04-10 17:43:01.515625,31.9
98,2020-04-10 17:43:01.531250,33.16
99,2020-04-10 17:43:01.546875,34.91
100,2020-04-10 17:43:01.562500,36.02
101,2020-04-10 17:43:01.578125,35.66
102,2020-04-10 17:43:01.593750,33.62
103,2020-04-10 17:43:01.609375,30.28
104,2020-04-10 17:43:01.625000,26.33
105,2020-04-10 17:43:01.640625,22.38
106,2020-04-10 17:43:01.656250,18.7
107,2020-04-10 17:43:01.671875,15.11
108,2020-04-10 17:43:01.687500,11.25
109,2020-04-10 17:43:01.703125,6.81
110,2020-04-10 17:43:01.718750,1.75
111,2020-04-10 17:43:01.734375,-3.65
112,2020-04-10 17:43:01.750000,-8.96
113,2020-04-10 17:43:01.765625,-13.81
114,2020-04-10 17:43:01.781250,-18.07
115,2020-04-10 17:43:01.796875,-21.82
116,2020-04-10 17:43:01.812500,-25.3
117,2020-04-10 17:43:01.828125,-28.7
118,2020-04-10 17:43:01.843750,-32.14
119,2020-04-10 17:43:01.859375,-35.66
120,2020-04-10 17:43:01.875000,-39.37
121,2020-04-10 17:43:01.890625,-43.58
122,2020-04-10 17:43:01.906250,-48.65
123,2020-04-10 17:43:01.921875,-54.76
124,2020-04-10 17:43:01.937500,-61.48
125,2020-04-10 17:43:01.953125,-67.53
126,2020-04-10 17:43:01.968750,-70.94
127,2020-04-10 17:43:01.984375,-69.6
128,2020-04-10 17:43:02.000000,-62.14
129,2020-04-10 17:43:02.015625,-48.57
130,2020-04-10 17:43:02.031250,-30.41
131,2020-04-10 17:43:02.046875,-10.27
132,2020-04-10 17:43:02.062500,9.07
133,2020-04-10 17:43:02.078125,25.52
134,2020-04-10 17:43:02.093750,38.11
135,2020-04-10 17:43:02.109375,46.85
136,2020-04-10 17:43:02.125000,52.21
137,2020-04-10 17:43:02.140625,54.61
138,2020-04-10 17:43:02.156250,54.25
139,2020-04-10 17:43:02.171875,51.27
140,2020-04-10 17:43:02.187500,46.18
141,2020-04-10 17:43:02.203125,40.01
142,2020-04-10 17:43:02.218750,34.2
143,2020-04-10 17:43:02.234375,30.12
144,2020-04-10 17:43:02.250000,28.55
145,2020-04-10 17:43:02.265625,29.35
146,2020-04-10 17:43:02.281250,31.53
147,2020-04-10 17:43:02.296875,33.67
148,2020-04-10 17:43:02.312500,34.51
149,2020-04-10 17:43:02.328125,33.44
150,2020-04-10 17:43:02.343750,30.61
151,2020-04-10 17:43:02.359375,26.74
152,2020-04-10 17:43:02.375000,22.63
153,2020-04-10 17:43:02.390625,18.79
154,2020-04-10 17:43:02.406250,15.16
155,2020-04-10 17:43:02.421875,11.28
156,2020-04-10 17:43:02.437500,6.6
157,2020-04-10 17:43:02.453125,0.84
158,2020-04-10 17:43:02.468750,-5.77
159,2020-04-10 17:43:02.484375,-12.53
160,2020-04-10 17:43:02.500000,-18.67
161,2020-04-10 17:43:02.515625,-23.62
162,2020-04-10 17:43:02.531250,-27.28
163,2020-04-10 17:43:02.546875,-30.05
164,2020-04-10 17:43:02.562500,-32.53
165,2020-04-10 17:43:02.578125,-35.34
166,2020-04-10 17:43:02.593750,-38.94
167,2020-04-10 17:43:02.609375,-43.57
168,2020-04-10 17:43:02.625000,-49.34
169,2020-04-10 17:43:02.640625,-56.13
170,2020-04-10 17:43:02.656250,-63.39
171,2020-04-10 17:43:02.671875,-70.0
172,2020-04-10 17:43:02.687500,-74.27
173,2020-04-10 17:43:02.703125,-74.29
174,2020-04-10 17:43:02.718750,-68.56
175,2020-04-10 17:43:02.734375,-56.64
176,2020-04-10 17:43:02.750000,-39.48
177,2020-04-10 17:43:02.765625,-19.24
178,2020-04-10 17:43:02.781250,1.35
179,2020-04-10 17:43:02.796875,19.8
180,2020-04-10 17:43:02.812500,34.52
181,2020-04-10 17:43:02.828125,44.99
182,2020-04-10 17:43:02.843750,51.49
183,2020-04-10 17:43:02.859375,54.68
184,2020-04-10 17:43:02.875000,55.18
185,2020-04-10 17:43:02.890625,53.42
186,2020-04-10 17:43:02.906250,49.85
187,2020-04-10 17:43:02.921875,45.11
188,2020-04-10 17:43:02.937500,40.17
189,2020-04-10 17:43:02.953125,36.12
190,2020-04-10 17:43:02.968750,33.84
191,2020-04-10 17:43:02.984375,33.57
192,2020-04-10 17:43:03.000000,34.8
193,2020-04-10 17:43:03.015625,36.46
194,2020-04-10 17:43:03.031250,37.35
195,2020-04-10 17:43:03.046875,36.66
196,2020-04-10 17:43:03.062500,34.23
197,2020-04-10 17:43:03.078125,30.52
198,2020-04-10 17:43:03.093750,26.33
199,2020-04-10 17:43:03.109375,22.29
200,2020-04-10 17:43:03.125000,18.6
201,2020-04-10 17:43:03.140625,14.91
202,2020-04-10 17:43:03.156250,10.63
203,2020-04-10 17:43:03.171875,5.27
204,2020-04-10 17:43:03.187500,-1.22
205,2020-04-10 17:43:03.203125,-8.31
206,2020-04-10 17:43:03.218750,-15.14
207,2020-04-10 17:43:03.234375,-20.85
208,2020-04-10 17:43:03.250000,-25.01
209,2020-04-10 17:43:03.265625,-27.84
210,2020-04-10 17:43:03.281250,-30.04
211,2020-04-10 17:43:03.296875,-32.53
212,2020-04-10 17:43:03.312500,-36.04
213,2020-04-10 17:43:03.328125,-40.97
214,2020-04-10 17:43:03.343750,-47.28
215,2020-04-10 17:43:03.359375,-54.57
216,2020-04-10 17:43:03.375000,-62.1
217,2020-04-10 17:43:03.390625,-68.74
218,2020-04-10 17:43:03.406250,-72.91
219,2020-04-10 17:43:03.421875,-72.88
220,2020-04-10 17:43:03.437500,-67.17
221,2020-04-10 17:43:03.453125,-55.24
222,2020-04-10 17:43:03.468750,-37.9
223,2020-04-10 17:43:03.484375,-17.25
224,2020-04-10 17:43:03.500000,3.85
225,2020-04-10 17:43:03.515625,22.68
226,2020-04-10 17:43:03.531250,37.48
227,2020-04-10 17:43:03.546875,47.67
228,2020-04-10 17:43:03.562500,53.72
229,2020-04-10 17:43:03.578125,56.54
230,2020-04-10 17:43:03.593750,56.97
231,2020-04-10 17:43:03.609375,55.54
232,2020-04-10 17:43:03.625000,52.57
233,2020-04-10 17:43:03.640625,48.43
234,2020-04-10 17:43:03.656250,43.76
235,2020-04-10 17:43:03.671875,39.44
236,2020-04-10 17:43:03.687500,36.32
237,2020-04-10 17:43:03.703125,34.92
238,2020-04-10 17:43:03.718750,35.23
239,2020-04-10 17:43:03.734375,36.68
240,2020-04-10 17:43:03.750000,38.31
241,2020-04-10 17:43:03.765625,39.13
242,2020-04-10 17:43:03.781250,38.42
243,2020-04-10 17:43:03.796875,35.92
244,2020-04-10 17:43:03.812500,31.88
245,2020-04-10 17:43:03.828125,26.87
246,2020-04-10 17:43:03.843750,21.55
247,2020-04-10 17:43:03.859375,16.43
248,2020-04-10 17:43:03.875000,11.66
249,2020-04-10 17:43:03.890625,7.11
250,2020-04-10 17:43:03.906250,2.47
251,2020-04-10 17:43:03.921875,-2.5
252,2020-04-10 17:43:03.937500,-7.83
253,2020-04-10 17:43:03.953125,-13.27
254,2020-04-10 17:43:03.968750,-18.42
255,2020-04-10 17:43:03.984375,-22.89
256,2020-04-10 17:43:04.000000,-26.53
257,2020-04-10 17:43:04.015625,-29.51
258,2020-04-10 17:43:04.031250,-32.21
259,2020-04-10 17:43:04.046875,-35.13
260,2020-04-10 17:43:04.062500,-38.69
261,2020-04-10 17:43:04.078125,-43.14
262,2020-04-10 17:43:04.093750,-48.58
263,2020-04-10 17:43:04.109375,-54.99
264,2020-04-10 17:43:04.125000,-62.09
265,2020-04-10 17:43:04.140625,-69.19
266,2020-04-10 17:43:04.156250,-74.96
267,2020-04-10 17:43:04.171875,-77.53
268,2020-04-10 17:43:04.187500,-74.96
269,2020-04-10 17:43:04.203125,-65.95
270,2020-04-10 17:43:04.218750,-50.48
271,2020-04-10 17:43:04.234375,-30.08
272,2020-04-10 17:43:04.250000,-7.49
273,2020-04-10 17:43:04.265625,14.23
274,2020-04-10 17:43:04.281250,32.54
275,2020-04-10 17:43:04.296875,46.09
276,2020-04-10 17:43:04.312500,54.72
277,2020-04-10 17:43:04.328125,59.12
278,2020-04-10 17:43:04.343750,60.23
279,2020-04-10 17:43:04.359375,58.86
280,2020-04-10 17:43:04.375000,55.61
281,2020-04-10 17:43:04.390625,51.07
282,2020-04-10 17:43:04.406250,45.96
283,2020-04-10 17:43:04.421875,41.19
284,2020-04-10 17:43:04.437500,37.66
285,2020-04-10 17:43:04.453125,35.96
286,2020-04-10 17:43:04.468750,36.11
287,2020-04-10 17:43:04.484375,37.53
288,2020-04-10 17:43:04.500000,39.24
289,2020-04-10 17:43:04.515625,40.18
290,2020-04-10 17:43:04.531250,39.61
291,2020-04-10 17:43:04.546875,37.31
292,2020-04-10 17:43:04.562500,33.59
293,2020-04-10 17:43:04.578125,29.08
294,2020-04-10 17:43:04.593750,24.43
295,2020-04-10 17:43:04.609375,20.08
296,2020-04-10 17:43:04.625000,16.06
297,2020-04-10 17:43:04.640625,12.13
298,2020-04-10 17:43:04.656250,7.86
299,2020-04-10 17:43:04.671875,2.97
300,2020-04-10 17:43:04.687500,-2.57
301,2020-04-10 17:43:04.703125,-8.43
302,2020-04-10 17:43:04.718750,-14.1
303,2020-04-10 17:43:04.734375,-19.07
304,2020-04-10 17:43:04.750000,-23.1
305,2020-04-10 17:43:04.765625,-26.27
306,2020-04-10 17:43:04.781250,-29.0
307,2020-04-10 17:43:04.796875,-31.79
308,2020-04-10 17:43:04.812500,-35.04
309,2020-04-10 17:43:04.828125,-38.99
310,2020-04-10 17:43:04.843750,-43.76
311,2020-04-10 17:43:04.859375,-49.38
312,2020-04-10 17:43:04.875000,-55.8
313,2020-04-10 17:43:04.890625,-62.61
314,2020-04-10 17:43:04.906250,-68.8
315,2020-04-10 17:43:04.921875,-72.73
316,2020-04-10 17:43:04.937500,-72.44
317,2020-04-10 17:43:04.953125,-66.35
318,2020-04-10 17:43:04.968750,-53.96
319,2020-04-10 17:43:04.984375,-36.32
320,2020-04-10 17:43:05.000000,-15.76
321,2020-04-10 17:43:05.015625,4.78
322,2020-04-10 17:43:05.031250,22.75
323,2020-04-10 17:43:05.046875,36.61
324,2020-04-10 17:43:05.062500,46.02
325,2020-04-10 17:43:05.078125,51.42
326,2020-04-10 17:43:05.093750,53.54
327,2020-04-10 17:43:05.109375,52.96
328,2020-04-10 17:43:05.125000,50.08
329,2020-04-10 17:43:05.140625,45.38
330,2020-04-10 17:43:05.156250,39.69
331,2020-04-10 17:43:05.171875,34.2
332,2020-04-10 17:43:05.187500,30.14
333,2020-04-10 17:43:05.203125,28.39
334,2020-04-10 17:43:05.218750,29.03
335,2020-04-10 17:43:05.234375,31.3
336,2020-04-10 17:43:05.250000,33.86
337,2020-04-10 17:43:05.265625,35.37
338,2020-04-10 17:43:05.281250,34.98
339,2020-04-10 17:43:05.296875,32.62
340,2020-04-10 17:43:05.312500,28.9
341,2020-04-10 17:43:05.328125,24.7
342,2020-04-10 17:43:05.343750,20.69
343,2020-04-10 17:43:05.359375,17.03
344,2020-04-10 17:43:05.375000,13.39
345,2020-04-10 17:43:05.390625,9.16
346,2020-04-10 17:43:05.406250,3.89
347,2020-04-10 17:43:05.421875,-2.41
348,2020-04-10 17:43:05.437500,-9.2
349,2020-04-10 17:43:05.453125,-15.59
350,2020-04-10 17:43:05.468750,-20.78
351,2020-04-10 17:43:05.484375,-24.38
352,2020-04-10 17:43:05.500000,-26.66
353,2020-04-10 17:43:05.515625,-28.38
354,2020-04-10 17:43:05.531250,-30.51
355,2020-04-10 17:43:05.546875,-33.88
356,2020-04-10 17:43:05.562500,-38.86
357,2020-04-10 17:43:05.578125,-45.37
358,2020-04-10 17:43:05.593750,-52.86
359,2020-04-10 17:43:05.609375,-60.39
360,2020-04-10 17:43:05.625000,-66.69
361,2020-04-10 17:43:05.640625,-70.19
362,2020-04-10 17:43:05.656250,-69.35
363,2020-04-10 17:43:05.671875,-63.07
364,2020-04-10 17:43:05.687500,-51.13
365,2020-04-10 17:43:05.703125,-34.5
366,2020-04-10 17:43:05.718750,-15.2
367,2020-04-10 17:43:05.734375,4.23
368,2020-04-10 17:43:05.750000,21.42
369,2020-04-10 17:43:05.765625,34.8
370,2020-04-10 17:43:05.781250,43.79
371,2020-04-10 17:43:05.796875,48.68
372,2020-04-10 17:43:05.812500,50.18
373,2020-04-10 17:43:05.828125,49.08
374,2020-04-10 17:43:05.843750,46.1
375,2020-04-10 17:43:05.859375,41.92
376,2020-04-10 17:43:05.875000,37.29
377,2020-04-10 17:43:05.890625,33.06
378,2020-04-10 17:43:05.906250,30.01
379,2020-04-10 17:43:05.921875,28.64
380,2020-04-10 17:43:05.937500,28.94
381,2020-04-10 17:43:05.953125,30.4
382,2020-04-10 17:43:05.968750,32.13
383,2020-04-10 17:43:05.984375,33.14
384,2020-04-10 17:43:06.000000,32.73
385,2020-04-10 17:43:06.015625,30.63
386,2020-04-10 17:43:06.031250,27.07
387,2020-04-10 17:43:06.046875,22.64
388,2020-04-10 17:43:06.062500,18.03
389,2020-04-10 17:43:06.078125,13.71
390,2020-04-10 17:43:06.093750,9.71
391,2020-04-10 17:43:06.109375,5.68
392,2020-04-10 17:43:06.125000,1.07
393,2020-04-10 17:43:06.140625,-4.56
394,2020-04-10 17:43:06.156250,-11.16
395,2020-04-10 17:43:06.171875,-18.15
396,2020-04-10 17:43:06.187500,-24.62
397,2020-04-10 17:43:06.203125,-29.69
398,2020-04-10 17:43:06.218750,-33.0
399,2020-04-10 17:43:06.234375,-34.89
400,2020-04-10 17:43:06.250000,-36.27
401,2020-04-10 17:43:06.265625,-38.28
402,2020-04-10 17:43:06.281250,-41.85
403,2020-04-10 17:43:06.296875,-47.38
404,2020-04-10 17:43:06.312500,-54.64
405,2020-04-10 17:43:06.328125,-62.83
406,2020-04-10 17:43:06.343750,-70.59
407,2020-04-10 17:43:06.359375,-76.19
408,2020-04-10 17:43:06.375000,-77.79
409,2020-04-10 17:43:06.390625,-73.85
410,2020-04-10 17:43:06.406250,-63.64
411,2020-04-10 17:43:06.421875,-47.69
412,2020-04-10 17:43:06.437500,-27.73
413,2020-04-10 17:43:06.453125,-6.39
414,2020-04-10 17:43:06.468750,13.63
415,2020-04-10 17:43:06.484375,30.28
416,2020-04-10 17:43:06.500000,42.53
417,2020-04-10 17:43:06.515625,50.36
418,2020-04-10 17:43:06.531250,54.36
419,2020-04-10 17:43:06.546875,55.28
420,2020-04-10 17:43:06.562500,53.78
421,2020-04-10 17:43:06.578125,50.47
422,2020-04-10 17:43:06.593750,46.07
423,2020-04-10 17:43:06.609375,41.42
424,2020-04-10 17:43:06.625000,37.43
425,2020-04-10 17:43:06.640625,34.79
426,2020-04-10 17:43:06.656250,33.78
427,2020-04-10 17:43:06.671875,34.14
428,2020-04-10 17:43:06.687500,35.25
429,2020-04-10 17:43:06.703125,36.26
430,2020-04-10 17:43:06.718750,36.44
431,2020-04-10 17:43:06.734375,35.28
432,2020-04-10 17:43:06.750000,32.6
433,2020-04-10 17:43:06.765625,28.54
434,2020-04-10 17:43:06.781250,23.5
435,2020-04-10 17:43:06.796875,18.01
436,2020-04-10 17:43:06.812500,12.59
437,2020-04-10 17:43:06.828125,7.56
438,2020-04-10 17:43:06.843750,2.93
439,2020-04-10 17:43:06.859375,-1.6
440,2020-04-10 17:43:06.875000,-6.43
441,2020-04-10 17:43:06.890625,-11.84
442,2020-04-10 17:43:06.906250,-17.72
443,2020-04-10 17:43:06.921875,-23.6
444,2020-04-10 17:43:06.937500,-28.76
445,2020-04-10 17:43:06.953125,-32.67
446,2020-04-10 17:43:06.968750,-35.23
447,2020-04-10 17:43:06.984375,-36.9
448,2020-04-10 17:43:07.000000,-38.52
449,2020-04-10 17:43:07.015625,-41.0
450,2020-04-10 17:43:07.031250,-44.97
451,2020-04-10 17:43:07.046875,-50.61
452,2020-04-10 17:43:07.062500,-57.49
453,2020-04-10 17:43:07.078125,-64.65
454,2020-04-10 17:43:07.093750,-70.66
455,2020-04-10 17:43:07.109375,-73.84
456,2020-04-10 17:43:07.125000,-72.6
457,2020-04-10 17:43:07.140625,-65.86
458,2020-04-10 17:43:07.156250,-53.44
459,2020-04-10 17:43:07.171875,-36.28
460,2020-04-10 17:43:07.187500,-16.27
461,2020-04-10 17:43:07.203125,4.17
462,2020-04-10 17:43:07.218750,22.74
463,2020-04-10 17:43:07.234375,37.78
464,2020-04-10 17:43:07.250000,48.47
465,2020-04-10 17:43:07.265625,54.81
466,2020-04-10 17:43:07.281250,57.32
467,2020-04-10 17:43:07.296875,56.81
468,2020-04-10 17:43:07.312500,54.16
469,2020-04-10 17:43:07.328125,50.31
470,2020-04-10 17:43:07.343750,46.13
471,2020-04-10 17:43:07.359375,42.4
472,2020-04-10 17:43:07.375000,39.69
473,2020-04-10 17:43:07.390625,38.23
474,2020-04-10 17:43:07.406250,37.95
475,2020-04-10 17:43:07.421875,38.47
476,2020-04-10 17:43:07.437500,39.21
477,2020-04-10 17:43:07.453125,39.57
478,2020-04-10 17:43:07.468750,39.04
479,2020-04-10 17:43:07.484375,37.31
480,2020-04-10 17:43:07.500000,34.32
481,2020-04-10 17:43:07.515625,30.26
482,2020-04-10 17:43:07.531250,25.53
483,2020-04-10 17:43:07.546875,20.55
484,2020-04-10 17:43:07.562500,15.71
485,2020-04-10 17:43:07.578125,11.2
486,2020-04-10 17:43:07.593750,6.95
487,2020-04-10 17:43:07.609375,2.74
488,2020-04-10 17:43:07.625000,-1.75
489,2020-04-10 17:43:07.640625,-6.71
490,2020-04-10 17:43:07.656250,-12.06
491,2020-04-10 17:43:07.671875,-17.49
492,2020-04-10 17:43:07.687500,-22.5
493,2020-04-10 17:43:07.703125,-26.64
494,2020-04-10 17:43:07.718750,-29.77
495,2020-04-10 17:43:07.734375,-32.07
496,2020-04-10 17:43:07.750000,-34.1
497,2020-04-10 17:43:07.765625,-36.52
498,2020-04-10 17:43:07.781250,-39.96
499,2020-04-10 17:43:07.796875,-44.79
500,2020-04-10 17:43:07.812500,-51.04
501,2020-04-10 17:43:07.828125,-58.29
502,2020-04-10 17:43:07.843750,-65.63
503,2020-04-10 17:43:07.859375,-71.64
504,2020-04-10 17:43:07.875000,-74.56
505,2020-04-10 17:43:07.890625,-72.68
506,2020-04-10 17:43:07.906250,-64.88
507,2020-04-10 17:43:07.921875,-51.2
508,2020-04-10 17:43:07.937500,-32.94
509,2020-04-10 17:43:07.953125,-12.46
510,2020-04-10 17:43:07.968750,7.47
511,2020-04-10 17:43:07.984375,24.49
512,2020-04-10 17:43:08.000000,37.17
513,2020-04-10 17:43:08.015625,45.13
514,2020-04-10 17:43:08.031250,48.88
515,2020-04-10 17:43:08.046875,49.29
516,2020-04-10 17:43:08.062500,47.32
517,2020-04-10 17:43:08.078125,43.79
518,2020-04-10 17:43:08.093750,39.38
519,2020-04-10 17:43:08.109375,34.77
520,2020-04-10 17:43:08.125000,30.6
521,2020-04-10 17:43:08.140625,27.45
522,2020-04-10 17:43:08.156250,25.77
523,2020-04-10 17:43:08.171875,25.68
524,2020-04-10 17:43:08.187500,26.93
525,2020-04-10 17:43:08.203125,28.88
526,2020-04-10 17:43:08.218750,30.64
527,2020-04-10 17:43:08.234375,31.32
528,2020-04-10 17:43:08.250000,30.32
529,2020-04-10 17:43:08.265625,27.53
530,2020-04-10 17:43:08.281250,23.32
531,2020-04-10 17:43:08.296875,18.45
532,2020-04-10 17:43:08.312500,13.64
533,2020-04-10 17:43:08.328125,9.34
534,2020-04-10 17:43:08.343750,5.49
535,2020-04-10 17:43:08.359375,1.65
536,2020-04-10 17:43:08.375000,-2.68
537,2020-04-10 17:43:08.390625,-7.75
538,2020-04-10 17:43:08.406250,-13.37
539,2020-04-10 17:43:08.421875,-18.95
540,2020-04-10 17:43:08.437500,-23.8
541,2020-04-10 17:43:08.453125,-27.46
542,2020-04-10 17:43:08.468750,-29.92
543,2020-04-10 17:43:08.484375,-31.62
544,2020-04-10 17:43:08.500000,-33.26
545,2020-04-10 17:43:08.515625,-35.52
546,2020-04-10 17:43:08.531250,-38.85
547,2020-04-10 17:43:08.546875,-43.43
548,2020-04-10 17:43:08.562500,-49.2
549,2020-04-10 17:43:08.578125,-55.85
550,2020-04-10 17:43:08.593750,-62.72
551,2020-04-10 17:43:08.609375,-68.64
552,2020-04-10 17:43:08.625000,-71.98
553,2020-04-10 17:43:08.640625,-70.97
554,2020-04-10 17:43:08.656250,-64.31
555,2020-04-10 17:43:08.671875,-51.78
556,2020-04-10 17:43:08.687500,-34.52
557,2020-04-10 17:43:08.703125,-14.8
558,2020-04-10 17:43:08.718750,4.65
559,2020-04-10 17:43:08.734375,21.49
560,2020-04-10 17:43:08.750000,34.33
561,2020-04-10 17:43:08.765625,42.91
562,2020-04-10 17:43:08.781250,47.68
563,2020-04-10 17:43:08.796875,49.41
564,2020-04-10 17:43:08.812500,48.71
565,2020-04-10 17:43:08.828125,46.07
566,2020-04-10 17:43:08.843750,41.95
567,2020-04-10 17:43:08.859375,37.06
568,2020-04-10 17:43:08.875000,32.29
569,2020-04-10 17:43:08.890625,28.61
570,2020-04-10 17:43:08.906250,26.69
571,2020-04-10 17:43:08.921875,26.61
572,2020-04-10 17:43:08.937500,27.87
573,2020-04-10 17:43:08.953125,29.46
574,2020-04-10 17:43:08.968750,30.32
575,2020-04-10 17:43:08.984375,29.67
576,2020-04-10 17:43:09.000000,27.23
577,2020-04-10 17:43:09.015625,23.32
578,2020-04-10 17:43:09.031250,18.64
579,2020-04-10 17:43:09.046875,13.9
580,2020-04-10 17:43:09.062500,9.56
581,2020-04-10 17:43:09.078125,5.64
582,2020-04-10 17:43:09.093750,1.73
583,2020-04-10 17:43:09.109375,-2.68
584,2020-04-10 17:43:09.125000,-7.95
585,2020-04-10 17:43:09.140625,-13.98
586,2020-04-10 17:43:09.156250,-20.23
587,2020-04-10 17:43:09.171875,-25.91
588,2020-04-10 17:43:09.187500,-30.39
589,2020-04-10 17:43:09.203125,-33.47
590,2020-04-10 17:43:09.218750,-35.52
591,2020-04-10 17:43:09.234375,-37.26
592,2020-04-10 17:43:09.250000,-39.56
593,2020-04-10 17:43:09.265625,-43.08
594,2020-04-10 17:43:09.281250,-48.14
595,2020-04-10 17:43:09.296875,-54.67
596,2020-04-10 17:43:09.312500,-62.12
597,2020-04-10 17:43:09.328125,-69.43
598,2020-04-10 17:43:09.343750,-75.1
599,2020-04-10 17:43:09.359375,-77.35
600,2020-04-10 17:43:09.375000,-74.6
601,2020-04-10 17:43:09.390625,-65.93
602,2020-04-10 17:43:09.406250,-51.53
603,2020-04-10 17:43:09.421875,-32.84
604,2020-04-10 17:43:09.437500,-12.17
605,2020-04-10 17:43:09.453125,7.87
606,2020-04-10 17:43:09.468750,25.13
607,2020-04-10 17:43:09.484375,38.31
608,2020-04-10 17:43:09.500000,47.14
609,2020-04-10 17:43:09.515625,52.07
610,2020-04-10 17:43:09.531250,53.9
611,2020-04-10 17:43:09.546875,53.47
612,2020-04-10 17:43:09.562500,51.42
613,2020-04-10 17:43:09.578125,48.34
614,2020-04-10 17:43:09.593750,44.77
615,2020-04-10 17:43:09.609375,41.29
616,2020-04-10 17:43:09.625000,38.5
617,2020-04-10 17:43:09.640625,36.83
618,2020-04-10 17:43:09.656250,36.41
619,2020-04-10 17:43:09.671875,36.92
620,2020-04-10 17:43:09.687500,37.75
621,2020-04-10 17:43:09.703125,38.12
622,2020-04-10 17:43:09.718750,37.38
