,BVP_1
2016,5.99
2017,1.06
2018,-4.62
2019,-10.92
2020,-17.35
2021,-23.32
2022,-28.28
2023,-32.03
2024,-34.79
2025,-37.18
2026,-40.07
2027,-44.31
2028,-50.42
2029,-58.22
2030,-66.63
2031,-73.73
2032,-77.2
2033,-74.97
2034,-66.06
2035,-50.91
2036,-31.4
2037,-10.23
2038,9.94
2039,27.16
2040,40.49
2041,49.81
2042,55.32
2043,57.27
2044,55.86
2045,51.49
2046,45.07
2047,38.03
2048,32.01
2049,28.32
2050,27.42
2051,28.78
2052,31.13
2053,33.02
2054,33.39
2055,31.91
2056,28.94
2057,25.14
2058,21.13
2059,17.18
2060,13.19
2061,8.89
2062,4.04
2063,-1.42
2064,-7.29
2065,-13.22
2066,-18.84
2067,-23.86
2068,-28.15
2069,-31.79
2070,-34.97
2071,-37.99
2072,-41.25
2073,-45.18
2074,-50.29
2075,-56.91
2076,-64.92
2077,-73.39
2078,-80.42
2079,-83.5
2080,-80.26
2081,-69.47
2082,-51.64
2083,-29.08
2084,-5.14
2085,16.93
2086,34.91
2087,48.02
2088,56.58
2089,61.36
2090,63
2091,61.82
2092,58.13
2093,52.59
2094,46.39
2095,41
2096,37.65
2097,36.86
2098,38.21
2099,40.52
2100,42.43
2101,42.89
2102,41.5
2103,38.53
2104,34.57
2105,30.18
2106,25.67
2107,21.05
2108,16.21
2109,11.1
2110,5.83
2111,0.63
2112,-4.29
2113,-8.93
2114,-13.44
2115,-18.02
2116,-22.76
2117,-27.47
2118,-31.84
2119,-35.53
2120,-38.47
2121,-41.04
2122,-44.01
2123,-48.32
2124,-54.59
2125,-62.63
2126,-71.17
2127,-77.92
2128,-80.17
2129,-75.73
2130,-63.73
2131,-45.09
2132,-22.27
2133,1.47
2134,23.1
2135,40.57
2136,53.09
2137,60.88
2138,64.61
2139,64.99
2140,62.65
2141,58.23
2142,52.64
2143,47.02
2144,42.52
2145,39.95
2146,39.41
2147,40.31
2148,41.64
2149,42.41
2150,42.04
2151,40.48
2152,37.98
2153,34.88
2154,31.32
2155,27.26
2156,22.6
2157,17.4
2158,11.96
2159,6.72
2160,2
2161,-2.15
2162,-5.96
2163,-9.79
2164,-13.85
2165,-18.08
2166,-22.18
2167,-25.82
2168,-28.86
2169,-31.49
2170,-34.24
2171,-37.75
2172,-42.59
2173,-49.03
2174,-56.81
2175,-64.98
2176,-71.92
2177,-75.61
2178,-74.08
2179,-66.12
2180,-51.8
2181,-32.59
2182,-10.99
2183,10.2
2184,28.64
2185,42.94
2186,52.65
2187,57.96
2188,59.29
2189,57.2
2190,52.35
2191,45.77
2192,38.76
2193,32.73
2194,28.8
2195,27.42
2196,28.27
2197,30.4
2198,32.59
2199,33.74
2200,33.24
2201,31
2202,27.39
2203,22.97
2204,18.3
2205,13.72
2206,9.3
2207,4.92
2208,0.34
2209,-4.6
2210,-9.89
2211,-15.33
2212,-20.54
2213,-25.14
2214,-28.86
2215,-31.68
2216,-33.89
2217,-36.06
2218,-38.92
2219,-43.16
2220,-49.14
2221,-56.61
2222,-64.5
2223,-71
2224,-73.89
2225,-71.25
2226,-62.13
2227,-47
2228,-27.68
2229,-6.86
2230,12.82
2231,29.4
2232,41.96
2233,50.42
2234,55.1
2235,56.35
2236,54.53
2237,50.14
2238,44.07
2239,37.62
2240,32.19
2241,28.82
2242,27.85
2243,28.81
2244,30.67
2245,32.28
2246,32.79
2247,31.81
2248,29.44
2249,26.04
2250,22.02
2251,17.66
2252,13.08
2253,8.27
2254,3.14
2255,-2.33
2256,-8.06
2257,-13.86
2258,-19.43
2259,-24.51
2260,-28.88
2261,-32.49
2262,-35.42
2263,-37.89
2264,-40.28
2265,-43.09
2266,-46.91
2267,-52.31
2268,-59.44
2269,-67.72
2270,-75.55
2271,-80.57
2272,-80.33
2273,-73.15
2274,-58.91
2275,-39.22
2276,-16.92
2277,4.89
2278,23.8
2279,38.63
2280,49.3
2281,56.28
2282,60.06
2283,60.85
2284,58.8
2285,54.36
2286,48.48
2287,42.55
2288,37.98
2289,35.64
2290,35.6
2291,37.12
2292,39.02
2293,40.19
2294,39.95
2295,38.19
2296,35.2
2297,31.37
2298,27.02
2299,22.29
2300,17.18
2301,11.69
2302,5.91
2303,0.02
2304,-5.74
2305,-11.17
2306,-16.14
2307,-20.62
2308,-24.64
2309,-28.25
2310,-31.51
2311,-34.53
2312,-37.53
2313,-40.83
2314,-44.92
2315,-50.29
2316,-57.12
2317,-64.93
2318,-72.38
2319,-77.38
2320,-77.65
2321,-71.52
2322,-58.65
2323,-40.27
2324,-18.84
2325,2.72
2326,21.96
2327,37.42
2328,48.68
2329,55.97
2330,59.71
2331,60.24
2332,57.91
2333,53.36
2334,47.62
2335,42.04
2336,37.91
2337,35.95
2338,36.12
2339,37.64
2340,39.39
2341,40.37
2342,40.04
2343,38.4
2344,35.78
2345,32.6
2346,29.09
2347,25.29
2348,21.1
2349,16.49
2350,11.52
2351,6.39
2352,1.3
2353,-3.65
2354,-8.47
2355,-13.18
2356,-17.75
2357,-22
2358,-25.73
2359,-28.81
2360,-31.36
2361,-33.84
2362,-36.98
2363,-41.55
2364,-48.05
2365,-56.29
2366,-65.2
2367,-72.87
2368,-76.93
2369,-75.29
2370,-66.89
2371,-52.15
2372,-32.94
2373,-11.99
2374,7.96
2375,24.85
2376,37.66
2377,46.26
2378,50.97
2379,52.23
2380,50.53
2381,46.47
2382,40.99
2383,35.33
2384,30.75
2385,28.18
2386,27.87
2387,29.27
2388,31.31
2389,32.79
2390,32.9
2391,31.37
2392,28.55
2393,25
2394,21.23
2395,17.45
2396,13.5
2397,9.09
2398,4
2399,-1.71
2400,-7.73
2401,-13.55
2402,-18.76
2403,-23.13
2404,-26.71
2405,-29.73
2406,-32.51
2407,-35.35
2408,-38.55
2409,-42.45
2410,-47.45
2411,-53.73
2412,-61.02
2413,-68.26
2414,-73.61
2415,-74.87
2416,-70.27
2417,-59.2
2418,-42.64
2419,-22.88
2420,-2.74
2421,15.3
2422,29.87
2423,40.64
2424,47.94
2425,52.2
2426,53.6
2427,52.17
2428,48.14
2429,42.32
2430,36.11
2431,31.08
2432,28.41
2433,28.38
2434,30.27
2435,32.69
2436,34.25
2437,34.04
2438,31.94
2439,28.48
2440,24.43
2441,20.39
2442,16.55
2443,12.73
2444,8.54
2445,3.7
2446,-1.79
2447,-7.66
2448,-13.47
2449,-18.81
2450,-23.46
2451,-27.45
2452,-31.01
2453,-34.43
2454,-37.93
2455,-41.69
2456,-45.89
2457,-50.79
2458,-56.68
2459,-63.55
2460,-70.7
2461,-76.52
2462,-78.76
2463,-75.2
2464,-64.65
2465,-47.61
2466,-26.31
2467,-4
2468,16.21
2469,32.27
2470,43.63
2471,50.86
2472,54.95
2473,56.68
2474,56.42
2475,54.33
2476,50.75
2477,46.46
2478,42.5
2479,39.81
2480,38.81
2481,39.21
2482,40.2
2483,40.82
2484,40.38
2485,38.68
2486,35.96
2487,32.65
2488,29.02
2489,25.13
2490,20.82
2491,15.91
2492,10.45
2493,4.77
2494,-0.7
2495,-5.58
2496,-9.79
2497,-13.53
2498,-17.15
2499,-20.94
2500,-24.93
2501,-28.92
2502,-32.55
2503,-35.59
2504,-38.05
2505,-40.29
2506,-42.94
2507,-46.8
2508,-52.46
2509,-59.97
2510,-68.51
2511,-76.26
2512,-80.79
2513,-79.73
2514,-71.67
2515,-56.73
2516,-36.65
2517,-14.23
2518,7.58
2519,26.5
2520,41.33
2521,51.83
2522,58.29
2523,61.14
2524,60.81
2525,57.9
2526,53.29
2527,48.24
2528,44.06
2529,41.67
2530,41.32
2531,42.48
2532,44.15
2533,45.35
2534,45.49
2535,44.55
2536,42.9
2537,40.97
2538,38.93
2539,36.61
2540,33.59
2541,29.51
2542,24.34
2543,18.4
2544,12.33
2545,6.78
2546,2.15
2547,-1.49
2548,-4.46
2549,-7.25
2550,-10.32
2551,-13.92
2552,-18.04
2553,-22.41
2554,-26.69
2555,-30.61
2556,-34.08
2557,-37.2
2558,-40.21
2559,-43.46
2560,-47.39
2561,-52.49
2562,-59.09
2563,-67.12
2564,-75.69
2565,-83
2566,-86.67
2567,-84.39
2568,-74.91
2569,-58.61
2570,-37.56
2571,-14.88
2572,6.3
2573,23.75
2574,36.56
2575,44.95
2576,49.65
2577,51.36
2578,50.5
2579,47.41
2580,42.69
2581,37.34
2582,32.64
2583,29.7
2584,29
2585,30.21
2586,32.31
2587,34.15
2588,34.92
2589,34.41
2590,32.96
2591,31.09
2592,29.11
2593,26.9
2594,24.02
2595,20
2596,14.75
2597,8.69
2598,2.61
2599,-2.62
2600,-6.5
2601,-9.12
2602,-11.11
2603,-13.32
2604,-16.37
2605,-20.4
2606,-25.02
2607,-29.54
2608,-33.32
2609,-36.12
2610,-38.2
2611,-40.21
2612,-42.95
2613,-47.14
2614,-53.13
2615,-60.8
2616,-69.34
2617,-77.28
2618,-82.65
2619,-83.39
2620,-77.92
2621,-65.73
2622,-47.69
2623,-25.92
2624,-3.23
2625,17.59
2626,34.5
2627,46.52
2628,53.64
2629,56.51
2630,56.06
2631,53.25
2632,48.99
2633,44.24
2634,39.89
2635,36.74
2636,35.28
2637,35.55
2638,37.07
2639,39.04
2640,40.58
2641,41.06
2642,40.25
2643,38.33
2644,35.74
2645,32.92
2646,30.09
2647,27.15
2648,23.78
2649,19.62
2650,14.54
2651,8.76
2652,2.84
2653,-2.54
2654,-6.86
2655,-9.99
2656,-12.23
2657,-14.25
2658,-16.76
2659,-20.25
2660,-24.74
2661,-29.78
2662,-34.64
2663,-38.64
2664,-41.51
2665,-43.52
2666,-45.42
2667,-48.19
2668,-52.69
2669,-59.25
2670,-67.48
2671,-76.11
2672,-83.15
2673,-86.32
2674,-83.61
2675,-73.99
2676,-57.86
2677,-36.98
2678,-14.06
2679,8.02
2680,26.99
2681,41.6
2682,51.57
2683,57.23
2684,59.2
2685,58.14
2686,54.81
2687,50.12
2688,45.14
2689,40.97
2690,38.37
2691,37.63
2692,38.48
2693,40.26
2694,42.15
2695,43.5
2696,43.89
2697,43.16
2698,41.42
2699,38.85
2700,35.69
2701,32.18
2702,28.43
2703,24.47
2704,20.22
2705,15.58
2706,10.56
2707,5.4
2708,0.51
2709,-3.65
2710,-6.8
2711,-9.02
2712,-10.77
2713,-12.69
2714,-15.36
2715,-19
2716,-23.36
2717,-27.83
2718,-31.75
2719,-34.7
2720,-36.74
2721,-38.4
2722,-40.49
2723,-43.9
2724,-49.28
2725,-56.73
2726,-65.64
2727,-74.52
2728,-81.23
2729,-83.44
2730,-79.3
2731,-68.15
2732,-50.77
2733,-29.29
2734,-6.52
2735,14.85
2736,32.85
2737,46.5
2738,55.61
2739,60.46
2740,61.53
2741,59.38
2742,54.8
2743,48.86
2744,42.87
2745,38.07
2746,35.29
2747,34.69
2748,35.74
2749,37.52
2750,39.1
2751,39.86
2752,39.66
2753,38.68
2754,37.23
2755,35.45
2756,33.29
2757,30.55
2758,27.05
2759,22.76
2760,17.87
2761,12.7
2762,7.64
2763,2.98
2764,-1.08
2765,-4.53
2766,-7.51
2767,-10.28
2768,-13.17
2769,-16.45
2770,-20.25
2771,-24.48
2772,-28.84
2773,-32.92
2774,-36.38
2775,-39.1
2776,-41.3
2777,-43.51
2778,-46.48
2779,-50.98
2780,-57.48
2781,-65.76
2782,-74.69
2783,-82.18
2784,-85.71
2785,-83.05
2786,-73.07
2787,-56.34
2788,-34.99
2789,-12.04
2790,9.5
2791,27.47
2792,40.89
2793,49.71
2794,54.4
2795,55.45
2796,53.38
2797,48.88
2798,42.99
2799,37.12
2800,32.67
2801,30.57
2802,30.92
2803,33.01
2804,35.65
2805,37.73
2806,38.66
2807,38.45
2808,37.46
2809,36.02
2810,34.12
2811,31.44
2812,27.53
2813,22.26
2814,15.96
2815,9.34
2816,3.24
2817,-1.82
2818,-5.78
2819,-9.08
2820,-12.39
2821,-16.19
2822,-20.62
2823,-25.36
2824,-29.91
2825,-33.84
2826,-37
2827,-39.58
2828,-41.99
2829,-44.66
2830,-47.96
2831,-52.22
2832,-57.65
2833,-64.22
2834,-71.36
2835,-77.78
2836,-81.52
2837,-80.39
2838,-72.78
2839,-58.31
2840,-38.26
2841,-15.24
2842,7.6
2843,27.47
2844,42.7
2845,52.88
2846,58.56
2847,60.68
2848,60.14
2849,57.6
2850,53.59
2851,48.73
2852,43.82
2853,39.76
2854,37.31
2855,36.77
2856,37.87
2857,39.83
2858,41.67
2859,42.57
2860,42.14
2861,40.44
2862,37.82
2863,34.65
2864,31.05
2865,26.92
2866,22.01
2867,16.25
2868,9.86
2869,3.43
2870,-2.4
2871,-7.21
2872,-11.05
2873,-14.41
2874,-17.99
2875,-22.27
2876,-27.28
2877,-32.49
2878,-37.17
2879,-40.72
2880,-43.07
2881,-44.79
2882,-46.91
2883,-50.54
2884,-56.45
2885,-64.57
2886,-73.76
2887,-81.92
2888,-86.42
2889,-84.87
2890,-75.95
2891,-59.91
2892,-38.6
2893,-14.9
2894,8.14
2895,28.14
2896,43.73
2897,54.55
2898,60.91
2899,63.33
2900,62.45
2901,59.05
2902,54.07
2903,48.66
2904,43.92
2905,40.64
2906,39.1
2907,39.08
2908,39.99
2909,41.18
2910,42.1
2911,42.43
2912,41.97
2913,40.61
2914,38.25
2915,34.86
2916,30.5
2917,25.39
2918,19.91
2919,14.42
2920,9.17
2921,4.16
2922,-0.79
2923,-5.88
2924,-11.15
2925,-16.43
2926,-21.33
2927,-25.47
2928,-28.68
2929,-31.12
2930,-33.23
2931,-35.64
2932,-38.94
2933,-43.62
2934,-49.88
2935,-57.44
2936,-65.36
2937,-71.99
2938,-75.21
2939,-73.02
2940,-64.22
2941,-49.02
2942,-29.05
2943,-7
2944,14.24
2945,32.3
2946,45.82
2947,54.42
2948,58.44
2949,58.58
2950,55.65
2951,50.56
2952,44.3
2953,37.95
2954,32.53
2955,28.82
2956,27.16
2957,27.41
2958,28.94
2959,30.87
2960,32.28
2961,32.52
2962,31.31
2963,28.76
2964,25.29
2965,21.39
2966,17.47
2967,13.7
2968,9.99
2969,6.01
2970,1.39
2971,-4.11
2972,-10.35
2973,-16.88
2974,-22.97
2975,-28.01
2976,-31.73
2977,-34.33
2978,-36.47
2979,-38.99
2980,-42.68
2981,-47.97
2982,-54.8
2983,-62.48
2984,-69.71
2985,-74.68
2986,-75.48
2987,-70.63
2988,-59.64
2989,-43.27
2990,-23.45
2991,-2.7
2992,16.56
2993,32.52
2994,44.25
2995,51.57
2996,54.71
2997,54.17
2998,50.64
2999,45.01
3000,38.49
3001,32.38
3002,27.82
3003,25.43
3004,25.14
3005,26.27
3006,27.86
3007,29.02
3008,29.24
3009,28.42
3010,26.77
3011,24.52
3012,21.74
3013,18.32
3014,14.03
3015,8.72
3016,2.45
3017,-4.45
3018,-11.44
3019,-17.96
3020,-23.55
3021,-28
3022,-31.41
3023,-34.14
3024,-36.81
3025,-40.16
3026,-44.85
3027,-51.21
3028,-58.96
3029,-66.95
3030,-73.21
3031,-75.42
3032,-71.59
3033,-60.87
3034,-44.05
3035,-23.31
3036,-1.64
3037,18.19
3038,34.37
3039,46.29
3040,54.26
3041,58.85
3042,60.5
3043,59.37
3044,55.68
3045,50.04
3046,43.63
3047,37.91
3048,34.14
3049,32.85
3050,33.57
3051,35.13
3052,36.17
3053,35.72
3054,33.6
3055,30.32
3056,26.66
3057,23.21
3058,19.98
3059,16.42
3060,11.8
3061,5.62
3062,-2.03
3063,-10.39
3064,-18.34
3065,-24.86
3066,-29.49
3067,-32.53
3068,-34.9
3069,-37.67
3070,-41.73
3071,-47.47
3072,-54.75
3073,-62.98
3074,-71.15
3075,-77.85
3076,-81.33
3077,-79.81
3078,-72.03
3079,-57.78
3080,-38.26
3081,-15.85
3082,6.46
3083,26.01
3084,41.13
3085,51.41
3086,57.35
3087,59.9
3088,59.86
3089,57.79
3090,54.07
3091,49.22
3092,44.05
3093,39.6
3094,36.83
3095,36.22
3096,37.46
3097,39.51
3098,41.02
3099,40.84
3100,38.5
3101,34.35
3102,29.31
3103,24.35
3104,19.99
3105,16.09
3106,12.01
3107,6.98
3108,0.57
3109,-6.96
3110,-14.8
3111,-21.87
3112,-27.34
3113,-31.02
3114,-33.43
3115,-35.56
3116,-38.51
3117,-43.04
3118,-49.39
3119,-57.23
3120,-65.63
3121,-73.17
3122,-78.05
3123,-78.42
3124,-72.85
3125,-60.87
3126,-43.27
3127,-22.05
3128,0.08
3129,20.49
3130,37.22
3131,49.35
3132,56.92
3133,60.52
3134,60.95
3135,58.95
3136,55.22
3137,50.48
3138,45.54
3139,41.26
3140,38.3
3141,37.01
3142,37.26
3143,38.45
3144,39.77
3145,40.36
3146,39.6
3147,37.24
3148,33.41
3149,28.56
3150,23.27
3151,18.07
3152,13.27
3153,8.83
3154,4.46
3155,-0.26
3156,-5.63
3157,-11.59
3158,-17.74
3159,-23.44
3160,-28.16
3161,-31.71
3162,-34.35
3163,-36.72
3164,-39.59
3165,-43.61
3166,-49.13
3167,-56.17
3168,-64.22
3169,-72.24
3170,-78.58
3171,-81.28
3172,-78.51
3173,-69.23
3174,-53.71
3175,-33.57
3176,-11.48
3177,9.75
3178,27.83
3179,41.47
3180,50.42
3181,55.06
3182,56.05
3183,54.07
3184,49.91
3185,44.5
3186,38.94
3187,34.32
3188,31.43
3189,30.52
3190,31.24
3191,32.75
3192,34.07
3193,34.37
3194,33.2
3195,30.58
3196,26.89
3197,22.64
3198,18.27
3199,13.99
3200,9.74
3201,5.23
3202,0.18
3203,-5.5
3204,-11.62
3205,-17.67
3206,-23.07
3207,-27.34
3208,-30.38
3209,-32.54
3210,-34.55
3211,-37.24
3212,-41.34
3213,-47.25
3214,-54.79
3215,-63.15
3216,-70.83
3217,-75.92
3218,-76.47
3219,-71.12
3220,-59.6
3221,-42.88
3222,-23.03
3223,-2.58
3224,16.17
3225,31.65
3226,43.17
3227,50.72
3228,54.66
3229,55.38
3230,53.39
3231,49.36
3232,44.24
3233,39.21
3234,35.36
3235,33.34
3236,33.17
3237,34.2
3238,35.43
3239,35.89
3240,35.06
3241,32.89
3242,29.77
3243,26.15
3244,22.28
3245,18.14
3246,13.45
3247,7.96
3248,1.67
3249,-5.08
3250,-11.76
3251,-17.81
3252,-22.92
3253,-27.13
3254,-30.8
3255,-34.43
3256,-38.53
3257,-43.51
3258,-49.67
3259,-57.05
3260,-65.22
3261,-73.1
3262,-78.86
3263,-80.3
3264,-75.53
3265,-63.78
3266,-45.92
3267,-24.33
3268,-2.16
3269,17.75
3270,33.64
3271,45.13
3272,52.79
3273,57.44
3274,59.62
3275,59.42
3276,56.88
3277,52.43
3278,47.05
3279,42.12
3280,38.83
3281,37.69
3282,38.3
3283,39.54
3284,40.1
3285,39.08
3286,36.27
3287,32.16
3288,27.59
3289,23.25
3290,19.35
3291,15.51
3292,11.05
3293,5.33
3294,-1.75
3295,-9.7
3296,-17.54
3297,-24.28
3298,-29.31
3299,-32.71
3300,-35.2
3301,-37.76
3302,-41.3
3303,-46.34
3304,-52.97
3305,-60.86
3306,-69.25
3307,-76.92
3308,-82.16
3309,-83.02
3310,-77.86
3311,-65.95
3312,-47.98
3313,-26.07
3314,-3.21
3315,17.65
3316,34.39
3317,46.22
3318,53.51
3319,57.24
3320,58.42
3321,57.72
3322,55.53
3323,52.17
3324,48.12
3325,44.14
3326,41.09
3327,39.6
3328,39.76
3329,41.06
3330,42.49
3331,42.96
3332,41.7
3333,38.55
3334,33.98
3335,28.76
3336,23.65
3337,19
3338,14.61
3339,9.94
3340,4.46
3341,-2
3342,-9.07
3343,-15.97
3344,-21.9
3345,-26.43
3346,-29.72
3347,-32.42
3348,-35.41
3349,-39.39
3350,-44.66
3351,-51.18
3352,-58.7
3353,-66.82
3354,-74.86
3355,-81.69
3356,-85.6
3357,-84.64
3358,-77.29
3359,-63.14
3360,-43.38
3361,-20.57
3362,2.11
3363,21.84
3364,36.95
3365,47.08
3366,52.84
3367,55.28
3368,55.3
3369,53.48
3370,50.21
3371,45.92
3372,41.27
3373,37.08
3374,34.2
3375,33.11
3376,33.77
3377,35.53
3378,37.34
3379,38.1
3380,37.08
3381,34.15
3382,29.79
3383,24.87
3384,20.19
3385,16.16
3386,12.65
3387,9.05
3388,4.69
3389,-0.79
3390,-7.17
3391,-13.74
3392,-19.66
3393,-24.31
3394,-27.65
3395,-30.16
3396,-32.65
3397,-35.84
3398,-40.2
3399,-45.84
3400,-52.63
3401,-60.26
3402,-68.1
3403,-75.05
3404,-79.45
3405,-79.37
3406,-73.24
3407,-60.58
3408,-42.39
3409,-21.05
3410,0.4
3411,19.23
3412,33.73
3413,43.47
3414,48.98
3415,51.14
3416,50.73
3417,48.27
3418,44.22
3419,39.22
3420,34.25
3421,30.42
3422,28.55
3423,28.9
3424,30.92
3425,33.5
3426,35.38
3427,35.6
3428,33.8
3429,30.28
3430,25.73
3431,20.9
3432,16.32
3433,12.1
3434,8
3435,3.54
3436,-1.68
3437,-7.75
3438,-14.4
3439,-21
3440,-26.84
3441,-31.39
3442,-34.62
3443,-36.99
3444,-39.35
3445,-42.59
3446,-47.35
3447,-53.79
3448,-61.53
3449,-69.67
3450,-76.83
3451,-81.31
3452,-81.35
3453,-75.58
3454,-63.48
3455,-45.76
3456,-24.33
3457,-1.94
3458,18.65
3459,35.35
3460,47.18
3461,54.25
3462,57.4
3463,57.65
3464,55.95
3465,53
3466,49.36
3467,45.59
3468,42.25
3469,39.85
3470,38.67
3471,38.65
3472,39.38
3473,40.25
3474,40.58
3475,39.81
3476,37.67
3477,34.14
3478,29.46
3479,24.02
3480,18.28
3481,12.64
3482,7.36
3483,2.44
3484,-2.28
3485,-7.09
3486,-12.21
3487,-17.63
3488,-23.1
3489,-28.22
3490,-32.67
3491,-36.38
3492,-39.55
3493,-42.62
3494,-46.08
3495,-50.31
3496,-55.6
3497,-62.15
3498,-69.88
3499,-78.25
3500,-85.92
3501,-90.77
3502,-90.35
3503,-82.74
3504,-67.45
3505,-45.83
3506,-20.85
3507,3.89
3508,25.31
3509,41.68
3510,52.82
3511,59.56
3512,62.98
3513,63.9
3514,62.71
3515,59.72
3516,55.45
3517,50.84
3518,46.97
3519,44.71
3520,44.34
3521,45.42
3522,47.04
3523,48.18
3524,48.13
3525,46.68
3526,44.08
3527,40.77
3528,37.11
3529,33.2
3530,28.87
3531,23.86
3532,18.04
3533,11.63
3534,5.12
3535,-0.81
3536,-5.69
3537,-9.47
3538,-12.57
3539,-15.72
3540,-19.58
3541,-24.37
3542,-29.78
3543,-35.05
3544,-39.44
3545,-42.54
3546,-44.57
3547,-46.26
3548,-48.63
3549,-52.64
3550,-58.85
3551,-67.16
3552,-76.6
3553,-85.28
3554,-90.74
3555,-90.48
3556,-82.83
3557,-67.62
3558,-46.39
3559,-22
3560,2.27
3561,23.68
3562,40.64
3563,52.74
3564,60.34
3565,64.08
3566,64.56
3567,62.35
3568,58.22
3569,53.19
3570,48.41
3571,44.86
3572,43.02
3573,42.75
3574,43.42
3575,44.24
3576,44.59
3577,44.21
3578,43.13
3579,41.48
3580,39.28
3581,36.35
3582,32.48
3583,27.58
3584,21.87
3585,15.86
3586,10.18
3587,5.25
3588,1.16
3589,-2.42
3590,-6
3591,-10.02
3592,-14.66
3593,-19.69
3594,-24.71
3595,-29.22
3596,-32.98
3597,-36.02
3598,-38.65
3599,-41.37
3600,-44.75
3601,-49.32
3602,-55.41
3603,-62.88
3604,-70.9
3605,-77.77
3606,-81.24
3607,-79.08
3608,-69.93
3609,-53.96
3610,-32.98
3611,-10
3612,11.75
3613,29.75
3614,42.76
3615,50.78
3616,54.58
3617,55.11
3618,53.16
3619,49.31
3620,44.11
3621,38.3
3622,32.82
3623,28.58
3624,26.27
3625,26.03
3626,27.42
3627,29.55
3628,31.37
3629,32.02
3630,31.05
3631,28.5
3632,24.79
3633,20.46
3634,15.97
3635,11.49
3636,6.89
3637,1.94
3638,-3.58
3639,-9.61
3640,-15.84
3641,-21.76
3642,-26.9
3643,-30.99
3644,-34.05
3645,-36.43
3646,-38.57
3647,-40.96
3648,-44
3649,-47.99
3650,-53.21
3651,-59.72
3652,-67.08
3653,-74.2
3654,-79.22
3655,-79.88
3656,-74.33
3657,-61.84
3658,-43.29
3659,-21.09
3660,1.65
3661,22.02
3662,38.16
3663,49.46
3664,56.31
3665,59.45
3666,59.57
3667,57.09
3668,52.46
3669,46.39
3670,39.98
3671,34.53
3672,31.15
3673,30.31
3674,31.64
3675,34.06
3676,36.24
3677,37.04
3678,35.92
3679,33
3680,28.87
3681,24.3
3682,19.8
3683,15.52
3684,11.18
3685,6.36
3686,0.72
3687,-5.75
3688,-12.67
3689,-19.39
3690,-25.26
3691,-29.89
3692,-33.31
3693,-35.96
3694,-38.48
3695,-41.46
3696,-45.32
3697,-50.33
3698,-56.56
3699,-63.88
3700,-71.72
3701,-78.85
3702,-83.41
3703,-83.21
3704,-76.53
3705,-62.84
3706,-43.24
3707,-20.31
3708,2.71
3709,22.92
3710,38.53
3711,49.15
3712,55.36
3713,58.15
3714,58.38
3715,56.57
3716,53.1
3717,48.48
3718,43.48
3719,39.13
3720,36.29
3721,35.45
3722,36.41
3723,38.4
3724,40.34
3725,41.19
3726,40.36
3727,37.8
3728,33.95
3729,29.45
3730,24.87
3731,20.46
3732,16.09
3733,11.42
3734,6.13
3735,0.16
3736,-6.17
3737,-12.33
3738,-17.75
3739,-22.12
3740,-25.54
3741,-28.43
3742,-31.34
3743,-34.75
3744,-38.88
3745,-43.84
3746,-49.69
3747,-56.43
3748,-63.81
3749,-70.95
3750,-76.26
3751,-77.58
3752,-72.93
3753,-61.33
3754,-43.4
3755,-21.39
3756,1.55
3757,22.33
3758,38.88
3759,50.44
3760,57.36
3761,60.51
3762,60.69
3763,58.44
3764,54.2
3765,48.56
3766,42.49
3767,37.18
3768,33.71
3769,32.59
3770,33.58
3771,35.67
3772,37.55
3773,38.04
